station_name,datetime,precipitation,snow,temperature,weather_condition,clouds
Station C,2024-11-15T14:00:00,0.0,0.0,33.6,Cloudy,36
Station C,2024-11-15T15:00:00,2.6,0.0,27.6,Rain,23
Station B,2024-11-15T16:00:00,0.0,0.0,6.3,Clear,14
Station A,2024-11-15T17:00:00,0.0,0.0,5.8,Cloudy,76
Station C,2024-11-15T18:00:00,0.0,0.0,26.2,Clear,45
Station C,2024-11-15T19:00:00,0.0,0.0,15.4,Clear,70
Station B,2024-11-15T20:00:00,8.1,0.1,7.3,Snow,98
Station A,2024-11-15T21:00:00,7.2,0.3,31.8,Snow,6
Station C,2024-11-15T22:00:00,0.0,0.0,14.3,Clear,11
Station A,2024-11-15T23:00:00,4.5,0.0,2.6,Rain,92
Station B,2024-11-16T00:00:00,1.9,0.0,-5.4,Rain,28
Station A,2024-11-16T01:00:00,1.6,0.0,6.1,Rain,85
Station B,2024-11-16T02:00:00,5.5,0.0,3.2,Rain,10
Station B,2024-11-16T03:00:00,2.2,4.7,14.3,Snow,47
Station B,2024-11-16T04:00:00,3.2,0.1,12.5,Snow,100
Station D,2024-11-16T05:00:00,6.1,0.0,-7.7,Rain,56
Station C,2024-11-16T06:00:00,4.3,2.8,20.0,Snow,72
Station C,2024-11-16T07:00:00,6.1,0.0,24.8,Rain,82
Station D,2024-11-16T08:00:00,8.3,0.0,10.5,Rain,42
Station A,2024-11-16T09:00:00,0.0,0.0,0.5,Cloudy,96
Station C,2024-11-16T10:00:00,0.3,5.0,31.4,Snow,42
Station A,2024-11-16T11:00:00,0.0,0.0,1.2,Clear,64
Station A,2024-11-16T12:00:00,0.0,0.0,19.2,Clear,88
Station A,2024-11-16T13:00:00,0.0,0.0,-8.0,Clear,14
Station C,2024-11-16T14:00:00,2.6,0.0,25.4,Rain,89
Station D,2024-11-16T15:00:00,8.3,3.5,-6.0,Snow,17
Station A,2024-11-16T16:00:00,0.0,0.0,2.3,Clear,72
Station C,2024-11-16T17:00:00,0.0,0.0,8.3,Cloudy,9
Station D,2024-11-16T18:00:00,0.0,0.0,29.5,Cloudy,87
Station D,2024-11-16T19:00:00,1.1,1.2,23.5,Snow,38
Station B,2024-11-16T20:00:00,4.3,0.0,32.4,Rain,41
Station C,2024-11-16T21:00:00,0.0,0.0,2.9,Cloudy,45
Station A,2024-11-16T22:00:00,4.2,4.6,-3.6,Snow,25
Station D,2024-11-16T23:00:00,1.0,4.0,1.1,Snow,57
Station C,2024-11-17T00:00:00,0.0,0.0,4.9,Cloudy,26
Station C,2024-11-17T01:00:00,0.0,0.0,3.3,Clear,80
Station A,2024-11-17T02:00:00,4.3,4.3,31.5,Snow,33
Station D,2024-11-17T03:00:00,0.0,0.0,13.6,Clear,13
Station A,2024-11-17T04:00:00,7.6,0.2,28.5,Snow,48
Station D,2024-11-17T05:00:00,0.0,0.0,-3.5,Clear,32
Station D,2024-11-17T06:00:00,1.3,1.9,22.2,Snow,61
Station A,2024-11-17T07:00:00,5.5,2.3,-9.7,Snow,100
Station A,2024-11-17T08:00:00,1.6,0.0,-4.7,Rain,58
Station D,2024-11-17T09:00:00,6.9,2.4,18.4,Snow,66
Station A,2024-11-17T10:00:00,3.2,0.0,7.9,Rain,21
Station D,2024-11-17T11:00:00,0.0,0.0,19.4,Clear,80
Station C,2024-11-17T12:00:00,0.0,0.0,-6.8,Cloudy,18
Station A,2024-11-17T13:00:00,4.8,0.0,-4.3,Rain,38
Station C,2024-11-17T14:00:00,7.5,1.4,29.2,Snow,32
Station A,2024-11-17T15:00:00,9.4,0.0,24.5,Rain,87
Station B,2024-11-17T16:00:00,0.0,0.0,22.6,Clear,54
Station D,2024-11-17T17:00:00,0.0,0.0,-7.2,Clear,6
Station A,2024-11-17T18:00:00,1.3,0.0,2.0,Rain,56
Station D,2024-11-17T19:00:00,0.0,0.0,29.2,Clear,47
Station C,2024-11-17T20:00:00,7.5,3.6,31.6,Snow,75
Station D,2024-11-17T21:00:00,0.0,0.0,29.6,Clear,64
Station B,2024-11-17T22:00:00,4.8,0.0,32.8,Rain,19
Station D,2024-11-17T23:00:00,8.3,2.1,-3.2,Snow,18
Station C,2024-11-18T00:00:00,7.9,0.0,21.3,Rain,66
Station C,2024-11-18T01:00:00,0.0,0.0,13.8,Clear,5
Station A,2024-11-18T02:00:00,0.7,0.0,7.5,Rain,88
Station B,2024-11-18T03:00:00,9.6,1.6,22.4,Snow,8
Station A,2024-11-18T04:00:00,5.9,2.5,-7.3,Snow,60
Station A,2024-11-18T05:00:00,0.0,0.0,9.7,Clear,98
Station D,2024-11-18T06:00:00,0.0,0.0,-0.2,Clear,31
Station A,2024-11-18T07:00:00,8.8,1.1,1.4,Snow,26
Station B,2024-11-18T08:00:00,6.4,2.0,34.0,Snow,18
Station B,2024-11-18T09:00:00,0.0,0.0,15.0,Clear,43
Station D,2024-11-18T10:00:00,0.0,0.0,-9.9,Cloudy,36
Station A,2024-11-18T11:00:00,0.0,0.0,9.6,Clear,4
Station C,2024-11-18T12:00:00,0.0,0.0,-5.9,Clear,48
Station B,2024-11-18T13:00:00,4.3,1.9,-1.3,Snow,41
Station A,2024-11-18T14:00:00,0.0,0.0,-6.8,Clear,70
Station B,2024-11-18T15:00:00,2.0,3.2,23.9,Snow,38
Station C,2024-11-18T16:00:00,0.0,0.0,19.7,Cloudy,97
Station A,2024-11-18T17:00:00,0.0,0.0,-7.1,Cloudy,39
Station A,2024-11-18T18:00:00,0.0,0.0,14.6,Cloudy,27
Station D,2024-11-18T19:00:00,0.0,0.0,19.2,Clear,30
Station C,2024-11-18T20:00:00,9.7,1.8,11.1,Snow,29
Station A,2024-11-18T21:00:00,0.0,0.0,16.6,Clear,70
Station A,2024-11-18T22:00:00,3.4,5.0,33.6,Snow,16
Station D,2024-11-18T23:00:00,0.8,0.0,3.5,Rain,74
Station C,2024-11-19T00:00:00,9.2,0.0,-3.0,Rain,46
Station C,2024-11-19T01:00:00,0.0,0.0,12.9,Cloudy,21
Station B,2024-11-19T02:00:00,3.5,1.6,-0.9,Snow,94
Station B,2024-11-19T03:00:00,0.0,0.0,-0.4,Cloudy,83
Station B,2024-11-19T04:00:00,0.0,0.0,-4.4,Clear,9
Station B,2024-11-19T05:00:00,0.0,0.0,34.3,Cloudy,89
Station A,2024-11-19T06:00:00,0.0,0.0,32.8,Cloudy,95
Station B,2024-11-19T07:00:00,0.0,0.0,26.6,Cloudy,9
Station A,2024-11-19T08:00:00,0.0,0.0,22.9,Cloudy,84
Station B,2024-11-19T09:00:00,0.0,0.0,-7.9,Cloudy,26
Station A,2024-11-19T10:00:00,8.6,4.1,-2.7,Snow,2
Station D,2024-11-19T11:00:00,0.0,0.0,-4.6,Clear,69
Station D,2024-11-19T12:00:00,0.0,0.0,1.2,Cloudy,69
Station D,2024-11-19T13:00:00,5.9,2.5,32.8,Snow,84
Station D,2024-11-19T14:00:00,0.0,0.0,2.6,Clear,22
Station B,2024-11-19T15:00:00,0.0,0.0,5.5,Cloudy,83
Station C,2024-11-19T16:00:00,0.0,0.0,22.7,Clear,88
Station D,2024-11-19T17:00:00,0.0,0.0,16.0,Clear,18
Station B,2024-11-19T18:00:00,0.0,0.0,1.9,Cloudy,81
Station C,2024-11-19T19:00:00,5.5,4.2,14.3,Snow,49
Station A,2024-11-19T20:00:00,7.6,0.0,7.6,Rain,79
Station A,2024-11-19T21:00:00,8.3,0.0,25.1,Rain,6
Station C,2024-11-19T22:00:00,5.7,0.0,9.0,Rain,30
Station B,2024-11-19T23:00:00,0.0,0.0,5.5,Cloudy,33
Station A,2024-11-20T00:00:00,0.0,0.0,6.2,Clear,60
Station A,2024-11-20T01:00:00,3.9,0.0,19.7,Rain,39
Station A,2024-11-20T02:00:00,4.8,0.0,-4.5,Rain,60
Station C,2024-11-20T03:00:00,0.0,0.0,-2.5,Clear,22
Station D,2024-11-20T04:00:00,0.0,0.0,31.5,Clear,48
Station B,2024-11-20T05:00:00,0.0,0.0,16.4,Cloudy,97
Station C,2024-11-20T06:00:00,8.0,0.0,9.6,Rain,27
Station D,2024-11-20T07:00:00,0.0,0.0,-5.1,Clear,68
Station C,2024-11-20T08:00:00,1.3,3.3,13.5,Snow,51
Station A,2024-11-20T09:00:00,0.5,2.1,19.2,Snow,29
Station D,2024-11-20T10:00:00,9.5,0.0,9.7,Rain,54
Station A,2024-11-20T11:00:00,3.4,0.1,4.4,Snow,6
Station B,2024-11-20T12:00:00,9.8,0.0,23.6,Rain,29
Station D,2024-11-20T13:00:00,7.0,0.0,32.4,Rain,79
Station C,2024-11-20T14:00:00,0.0,0.0,-3.5,Clear,97
Station C,2024-11-20T15:00:00,9.0,0.0,7.2,Rain,19
Station D,2024-11-20T16:00:00,6.9,0.0,11.3,Rain,60
Station A,2024-11-20T17:00:00,7.5,0.0,-3.9,Rain,37
Station D,2024-11-20T18:00:00,1.6,1.1,-2.2,Snow,65
Station A,2024-11-20T19:00:00,7.2,0.0,9.7,Rain,72
Station A,2024-11-20T20:00:00,0.0,0.0,-6.4,Cloudy,59
Station A,2024-11-20T21:00:00,5.4,0.0,-2.4,Rain,67
Station B,2024-11-20T22:00:00,2.6,0.0,25.8,Rain,26
Station A,2024-11-20T23:00:00,2.0,5.0,14.2,Snow,81
Station C,2024-11-21T00:00:00,8.3,0.0,-5.0,Rain,58
Station C,2024-11-21T01:00:00,1.2,3.4,31.6,Snow,76
Station A,2024-11-21T02:00:00,0.0,0.0,-1.4,Cloudy,31
Station B,2024-11-21T03:00:00,0.0,0.0,6.0,Clear,42
Station B,2024-11-21T04:00:00,9.4,1.4,19.9,Snow,57
Station C,2024-11-21T05:00:00,2.7,0.8,-0.3,Snow,10
Station B,2024-11-21T06:00:00,0.0,0.0,10.6,Cloudy,64
Station C,2024-11-21T07:00:00,0.0,0.0,2.7,Clear,1
Station D,2024-11-21T08:00:00,0.0,0.0,8.3,Rain,58
Station D,2024-11-21T09:00:00,2.0,2.9,9.9,Snow,87
Station B,2024-11-21T10:00:00,8.7,3.5,22.2,Snow,81
Station D,2024-11-21T11:00:00,0.0,0.0,12.5,Cloudy,2
Station B,2024-11-21T12:00:00,0.0,0.0,-5.1,Clear,1
Station C,2024-11-21T13:00:00,0.0,0.0,23.4,Clear,64
Station B,2024-11-21T14:00:00,4.8,4.4,24.9,Snow,33
Station B,2024-11-21T15:00:00,0.0,0.0,32.1,Cloudy,18
Station C,2024-11-21T16:00:00,8.6,4.1,23.1,Snow,59
Station C,2024-11-21T17:00:00,0.1,0.0,2.9,Rain,61
Station C,2024-11-21T18:00:00,0.0,0.0,10.4,Cloudy,84
Station C,2024-11-21T19:00:00,0.0,0.0,12.6,Cloudy,86
Station B,2024-11-21T20:00:00,6.1,2.7,19.7,Snow,22
Station D,2024-11-21T21:00:00,5.3,4.4,12.1,Snow,40
Station A,2024-11-21T22:00:00,0.0,0.0,-9.5,Cloudy,19
Station A,2024-11-21T23:00:00,9.1,0.0,-9.8,Rain,49
Station A,2024-11-22T00:00:00,0.0,0.0,18.8,Cloudy,21
Station B,2024-11-22T01:00:00,0.2,1.9,29.4,Snow,68
Station D,2024-11-22T02:00:00,2.3,0.0,15.8,Rain,18
Station A,2024-11-22T03:00:00,1.8,5.0,16.4,Snow,80
Station B,2024-11-22T04:00:00,0.0,0.0,2.0,Cloudy,38
Station A,2024-11-22T05:00:00,3.7,3.3,-10.0,Snow,12
Station A,2024-11-22T06:00:00,0.0,0.0,1.5,Cloudy,52
Station C,2024-11-22T07:00:00,0.0,0.0,12.9,Clear,15
Station A,2024-11-22T08:00:00,0.0,0.0,22.0,Cloudy,85
Station A,2024-11-22T09:00:00,0.0,0.0,1.0,Clear,16
Station A,2024-11-22T10:00:00,0.0,0.0,16.0,Cloudy,72
Station C,2024-11-22T11:00:00,0.0,0.0,34.1,Clear,36
Station A,2024-11-22T12:00:00,0.0,0.0,-5.5,Cloudy,17
Station A,2024-11-22T13:00:00,0.0,0.0,24.2,Clear,88
Station B,2024-11-22T14:00:00,0.0,0.0,4.8,Clear,0
Station B,2024-11-22T15:00:00,0.0,0.0,32.0,Clear,37
Station C,2024-11-22T16:00:00,0.0,0.0,28.6,Clear,79
Station D,2024-11-22T17:00:00,0.0,0.0,19.9,Cloudy,2
Station C,2024-11-22T18:00:00,8.1,0.0,22.9,Rain,26
Station A,2024-11-22T19:00:00,0.0,0.0,32.5,Rain,14
Station D,2024-11-22T20:00:00,9.5,0.0,5.7,Rain,85
Station A,2024-11-22T21:00:00,0.0,0.0,-2.1,Cloudy,80
Station C,2024-11-22T22:00:00,0.0,0.0,21.0,Cloudy,82
Station D,2024-11-22T23:00:00,0.0,0.0,34.4,Cloudy,47
Station C,2024-11-23T00:00:00,7.3,3.1,8.5,Snow,44
Station A,2024-11-23T01:00:00,0.0,0.0,26.8,Cloudy,59
Station A,2024-11-23T02:00:00,0.0,0.0,-9.0,Clear,29
Station C,2024-11-23T03:00:00,0.0,0.0,19.2,Cloudy,31
Station D,2024-11-23T04:00:00,0.0,0.0,20.0,Clear,58
Station D,2024-11-23T05:00:00,8.3,2.9,27.8,Snow,70
Station B,2024-11-23T06:00:00,0.1,0.0,-8.0,Rain,36
Station D,2024-11-23T07:00:00,1.0,0.0,20.9,Rain,40
Station C,2024-11-23T08:00:00,7.6,0.0,-4.8,Rain,66
Station C,2024-11-23T09:00:00,0.0,0.0,9.7,Cloudy,90
Station A,2024-11-23T10:00:00,3.0,0.0,23.4,Rain,84
Station B,2024-11-23T11:00:00,0.0,0.0,8.0,Clear,21
Station B,2024-11-23T12:00:00,0.0,0.0,33.0,Cloudy,34
Station C,2024-11-23T13:00:00,0.0,0.0,17.5,Cloudy,2
Station D,2024-11-23T14:00:00,0.0,0.0,-4.7,Cloudy,26
Station C,2024-11-23T15:00:00,0.0,0.0,18.9,Cloudy,5
Station A,2024-11-23T16:00:00,0.0,0.0,1.5,Cloudy,33
Station C,2024-11-23T17:00:00,4.7,0.0,16.3,Rain,10
Station C,2024-11-23T18:00:00,0.0,0.0,34.5,Clear,32
Station B,2024-11-23T19:00:00,0.0,0.0,6.7,Clear,75
Station A,2024-11-23T20:00:00,0.0,0.0,13.7,Cloudy,96
Station C,2024-11-23T21:00:00,1.8,0.0,30.9,Rain,34
Station C,2024-11-23T22:00:00,9.5,4.5,-3.0,Snow,37
Station B,2024-11-23T23:00:00,0.0,0.0,17.7,Clear,35
Station C,2024-11-24T00:00:00,3.8,1.4,19.4,Snow,68
Station B,2024-11-24T01:00:00,0.0,0.0,34.9,Clear,1
Station A,2024-11-24T02:00:00,0.0,0.0,-4.6,Cloudy,13
Station B,2024-11-24T03:00:00,0.0,0.0,33.3,Cloudy,13
Station C,2024-11-24T04:00:00,4.3,1.1,30.1,Snow,28
Station B,2024-11-24T05:00:00,0.0,0.0,16.1,Cloudy,40
Station D,2024-11-24T06:00:00,9.0,0.0,10.6,Rain,1
Station D,2024-11-24T07:00:00,3.9,0.0,1.9,Rain,11
Station B,2024-11-24T08:00:00,0.0,0.0,20.6,Cloudy,92
Station C,2024-11-24T09:00:00,1.0,2.0,1.8,Snow,58
Station D,2024-11-24T10:00:00,0.1,0.0,8.1,Rain,59
Station C,2024-11-24T11:00:00,4.5,0.0,7.6,Rain,65
Station D,2024-11-24T12:00:00,2.3,4.4,7.6,Snow,73
Station D,2024-11-24T13:00:00,0.0,0.0,4.0,Cloudy,29
Station B,2024-11-24T14:00:00,1.9,0.0,5.5,Rain,10
Station C,2024-11-24T15:00:00,0.7,3.7,18.4,Snow,57
Station A,2024-11-24T16:00:00,0.0,0.0,33.0,Clear,6
Station D,2024-11-24T17:00:00,0.0,0.0,-0.3,Clear,47
Station C,2024-11-24T18:00:00,0.0,0.0,20.3,Clear,54
Station A,2024-11-24T19:00:00,3.1,1.5,13.0,Snow,13
Station C,2024-11-24T20:00:00,8.0,0.1,3.8,Snow,50
Station B,2024-11-24T21:00:00,4.3,0.0,14.2,Rain,16
Station A,2024-11-24T22:00:00,0.0,0.0,10.6,Cloudy,11
Station C,2024-11-24T23:00:00,10.0,0.3,10.6,Snow,53
Station B,2024-11-25T00:00:00,1.6,3.9,12.3,Snow,87
Station D,2024-11-25T01:00:00,4.6,2.2,32.4,Snow,9
Station A,2024-11-25T02:00:00,1.6,2.0,-8.7,Snow,32
Station C,2024-11-25T03:00:00,1.7,0.0,22.7,Rain,43
Station A,2024-11-25T04:00:00,7.2,0.9,2.2,Snow,55
Station A,2024-11-25T05:00:00,0.0,0.0,16.8,Clear,74
Station A,2024-11-25T06:00:00,0.0,0.0,13.4,Cloudy,26
Station B,2024-11-25T07:00:00,0.0,0.0,-4.8,Cloudy,95
Station A,2024-11-25T08:00:00,6.5,0.0,27.1,Rain,24
Station C,2024-11-25T09:00:00,0.0,0.0,14.1,Clear,76
Station D,2024-11-25T10:00:00,9.9,2.7,-1.8,Snow,88
Station A,2024-11-25T11:00:00,0.0,0.0,27.9,Clear,5
Station D,2024-11-25T12:00:00,0.0,0.0,21.2,Cloudy,71
Station C,2024-11-25T13:00:00,0.7,0.0,31.9,Rain,12
Station A,2024-11-25T14:00:00,5.3,1.0,4.8,Snow,25
Station A,2024-11-25T15:00:00,0.2,0.0,13.2,Rain,100
Station D,2024-11-25T16:00:00,7.1,0.0,16.2,Rain,87
Station C,2024-11-25T17:00:00,0.0,0.0,3.5,Clear,21
Station D,2024-11-25T18:00:00,0.0,0.0,14.2,Clear,27
Station B,2024-11-25T19:00:00,8.6,0.0,2.7,Rain,85
Station A,2024-11-25T20:00:00,8.1,0.0,9.7,Rain,94
Station C,2024-11-25T21:00:00,0.0,0.0,-6.6,Cloudy,50
Station D,2024-11-25T22:00:00,0.0,0.0,6.5,Cloudy,37
Station B,2024-11-25T23:00:00,1.1,2.6,-7.9,Snow,27
Station D,2024-11-26T00:00:00,9.7,1.2,29.6,Snow,29
Station B,2024-11-26T01:00:00,3.3,0.2,24.4,Snow,73
Station C,2024-11-26T02:00:00,0.0,0.0,0.9,Clear,90
Station B,2024-11-26T03:00:00,0.0,0.0,22.7,Cloudy,25
Station B,2024-11-26T04:00:00,9.6,0.0,0.8,Rain,24
Station C,2024-11-26T05:00:00,8.2,1.1,17.8,Snow,39
Station D,2024-11-26T06:00:00,0.0,0.0,17.5,Cloudy,67
Station B,2024-11-26T07:00:00,8.0,0.0,8.1,Rain,47
Station A,2024-11-26T08:00:00,7.0,2.4,18.8,Snow,50
Station D,2024-11-26T09:00:00,6.4,1.6,1.9,Snow,39
Station C,2024-11-26T10:00:00,6.7,4.7,8.3,Snow,9
Station B,2024-11-26T11:00:00,9.6,0.1,8.4,Snow,2
Station B,2024-11-26T12:00:00,0.0,0.0,-1.9,Cloudy,8
Station D,2024-11-26T13:00:00,0.0,0.0,12.7,Cloudy,54
Station A,2024-11-26T14:00:00,2.0,0.1,34.0,Snow,76
Station D,2024-11-26T15:00:00,0.0,0.0,22.4,Cloudy,64
Station B,2024-11-26T16:00:00,9.7,0.0,4.9,Rain,70
Station D,2024-11-26T17:00:00,0.0,0.0,-2.8,Cloudy,74
Station D,2024-11-26T18:00:00,4.5,1.0,5.6,Snow,70
Station D,2024-11-26T19:00:00,4.0,0.6,31.9,Snow,54
Station D,2024-11-26T20:00:00,0.0,0.0,-9.3,Cloudy,60
Station C,2024-11-26T21:00:00,6.6,0.1,0.4,Snow,34
Station D,2024-11-26T22:00:00,0.0,0.0,2.0,Clear,36
Station B,2024-11-26T23:00:00,0.0,0.0,18.5,Cloudy,47
Station C,2024-11-27T00:00:00,0.0,0.0,-7.9,Cloudy,12
Station A,2024-11-27T01:00:00,7.9,0.0,2.7,Rain,99
Station B,2024-11-27T02:00:00,0.0,0.0,13.4,Clear,15
Station A,2024-11-27T03:00:00,9.4,5.0,25.6,Snow,47
Station D,2024-11-27T04:00:00,0.3,3.8,-9.6,Snow,100
Station A,2024-11-27T05:00:00,0.0,0.0,34.1,Cloudy,77
Station C,2024-11-27T06:00:00,0.0,0.0,23.8,Cloudy,87
Station C,2024-11-27T07:00:00,0.0,0.0,0.4,Cloudy,52
Station D,2024-11-27T08:00:00,7.8,3.9,-8.2,Snow,64
Station C,2024-11-27T09:00:00,5.9,0.0,25.4,Rain,44
Station A,2024-11-27T10:00:00,4.5,0.0,-9.7,Rain,69
Station B,2024-11-27T11:00:00,0.0,0.0,22.0,Clear,99
Station D,2024-11-27T12:00:00,9.3,0.0,-7.1,Rain,48
Station D,2024-11-27T13:00:00,0.0,0.0,-5.3,Clear,33
Station A,2024-11-27T14:00:00,0.0,0.0,8.1,Clear,41
Station B,2024-11-27T15:00:00,9.2,0.0,-0.2,Rain,54
Station D,2024-11-27T16:00:00,3.4,2.8,28.1,Snow,43
Station B,2024-11-27T17:00:00,9.2,4.3,-8.7,Snow,99
Station C,2024-11-27T18:00:00,2.7,3.1,6.1,Snow,10
Station A,2024-11-27T19:00:00,4.1,0.0,16.9,Rain,8
Station D,2024-11-27T20:00:00,0.0,0.0,16.5,Cloudy,68
Station D,2024-11-27T21:00:00,0.0,0.0,6.8,Clear,3
Station B,2024-11-27T22:00:00,0.0,0.0,17.3,Cloudy,88
Station B,2024-11-27T23:00:00,0.0,0.0,25.4,Cloudy,62
Station B,2024-11-28T00:00:00,7.4,3.6,33.2,Snow,40
Station C,2024-11-28T01:00:00,7.4,4.9,17.6,Snow,95
Station A,2024-11-28T02:00:00,4.4,0.0,30.8,Rain,85
Station B,2024-11-28T03:00:00,0.0,0.0,4.2,Clear,88
Station D,2024-11-28T04:00:00,0.0,0.0,23.1,Cloudy,83
Station A,2024-11-28T05:00:00,0.0,0.0,-2.6,Clear,72
Station C,2024-11-28T06:00:00,0.0,0.0,9.5,Clear,16
Station D,2024-11-28T07:00:00,3.7,0.0,18.8,Rain,81
Station C,2024-11-28T08:00:00,3.0,0.0,28.1,Rain,20
Station B,2024-11-28T09:00:00,6.7,2.2,31.7,Snow,49
Station D,2024-11-28T10:00:00,3.1,1.7,13.3,Snow,71
Station B,2024-11-28T11:00:00,10.0,0.0,34.3,Rain,11
Station B,2024-11-28T12:00:00,0.0,0.0,33.4,Cloudy,22
Station A,2024-11-28T13:00:00,5.7,0.0,2.9,Rain,39
Station C,2024-11-28T14:00:00,0.0,0.0,0.5,Cloudy,59
Station B,2024-11-28T15:00:00,0.0,0.0,11.4,Clear,40
Station C,2024-11-28T16:00:00,0.0,0.0,32.5,Cloudy,72
Station C,2024-11-28T17:00:00,0.0,0.0,29.8,Cloudy,86
Station A,2024-11-28T18:00:00,0.0,0.0,-2.9,Clear,48
Station B,2024-11-28T19:00:00,0.0,0.0,19.9,Clear,80
Station D,2024-11-28T20:00:00,0.0,0.0,3.1,Cloudy,32
Station B,2024-11-28T21:00:00,0.0,0.0,8.8,Clear,54
Station D,2024-11-28T22:00:00,9.2,2.2,12.3,Snow,100
Station A,2024-11-28T23:00:00,0.0,0.0,30.8,Clear,72
Station C,2024-11-29T00:00:00,0.0,0.0,29.6,Cloudy,64
Station D,2024-11-29T01:00:00,0.9,0.0,-0.7,Rain,88
Station A,2024-11-29T02:00:00,6.2,0.0,18.9,Rain,89
Station D,2024-11-29T03:00:00,0.0,0.0,15.2,Clear,64
Station A,2024-11-29T04:00:00,2.1,2.6,0.6,Snow,17
Station C,2024-11-29T05:00:00,4.0,4.1,5.5,Snow,10
Station A,2024-11-29T06:00:00,0.0,0.0,30.7,Clear,33
Station C,2024-11-29T07:00:00,0.0,0.0,19.5,Clear,55
Station A,2024-11-29T08:00:00,0.0,0.0,30.6,Clear,24
Station C,2024-11-29T09:00:00,0.5,4.0,16.5,Snow,26
Station B,2024-11-29T10:00:00,9.9,2.1,-1.3,Snow,64
Station C,2024-11-29T11:00:00,9.7,2.0,35.0,Snow,0
Station B,2024-11-29T12:00:00,0.0,0.0,7.4,Cloudy,51
Station B,2024-11-29T13:00:00,0.0,0.0,34.6,Clear,12
Station A,2024-11-29T14:00:00,5.0,0.0,12.9,Rain,91
Station D,2024-11-29T15:00:00,0.0,0.0,-5.1,Cloudy,64
Station A,2024-11-29T16:00:00,3.3,1.8,13.4,Snow,88
Station C,2024-11-29T17:00:00,0.0,0.0,9.3,Cloudy,86
Station B,2024-11-29T18:00:00,8.9,0.0,20.8,Rain,42
Station A,2024-11-29T19:00:00,0.0,0.0,15.6,Cloudy,27
Station B,2024-11-29T20:00:00,0.0,0.0,24.3,Cloudy,82
Station D,2024-11-29T21:00:00,2.0,0.0,-5.8,Rain,39
Station C,2024-11-29T22:00:00,0.3,0.0,26.3,Rain,36
Station C,2024-11-29T23:00:00,9.8,0.0,-1.8,Rain,24
Station A,2024-11-30T00:00:00,1.6,3.2,25.8,Snow,4
Station A,2024-11-30T01:00:00,0.0,0.0,11.1,Clear,88
Station D,2024-11-30T02:00:00,7.4,3.4,23.8,Snow,63
Station C,2024-11-30T03:00:00,2.8,0.0,12.4,Rain,43
Station D,2024-11-30T04:00:00,0.0,0.0,-0.7,Cloudy,58
Station D,2024-11-30T05:00:00,0.0,0.0,4.1,Cloudy,32
Station A,2024-11-30T06:00:00,0.0,0.0,7.0,Cloudy,20
Station C,2024-11-30T07:00:00,0.0,0.0,16.9,Cloudy,53
Station A,2024-11-30T08:00:00,0.0,0.0,22.3,Cloudy,44
Station C,2024-11-30T09:00:00,0.0,0.0,17.1,Clear,17
Station D,2024-11-30T10:00:00,0.0,0.0,19.9,Clear,55
Station D,2024-11-30T11:00:00,8.3,0.0,15.9,Rain,70
Station B,2024-11-30T12:00:00,2.6,0.3,17.4,Snow,48
Station A,2024-11-30T13:00:00,4.8,0.0,3.5,Rain,85
Station A,2024-11-30T14:00:00,5.9,0.0,-5.3,Rain,100
Station A,2024-11-30T15:00:00,0.0,0.0,8.9,Cloudy,42
Station D,2024-11-30T16:00:00,0.0,0.0,19.6,Clear,2
Station A,2024-11-30T17:00:00,6.2,1.8,33.8,Snow,13
Station A,2024-11-30T18:00:00,2.6,2.8,34.8,Snow,61
Station D,2024-11-30T19:00:00,7.8,0.0,-0.5,Rain,84
Station C,2024-11-30T20:00:00,3.0,0.0,-7.1,Rain,95
Station B,2024-11-30T21:00:00,0.4,2.3,33.5,Snow,59
Station B,2024-11-30T22:00:00,9.3,2.9,5.9,Snow,93
Station B,2024-11-30T23:00:00,0.0,0.0,9.8,Clear,87
Station D,2024-12-01T00:00:00,0.0,0.0,4.2,Clear,48
Station B,2024-12-01T01:00:00,0.0,0.0,23.0,Clear,4
Station B,2024-12-01T02:00:00,0.0,0.0,3.2,Clear,52
Station D,2024-12-01T03:00:00,5.0,2.1,17.7,Snow,22
Station A,2024-12-01T04:00:00,0.0,0.0,28.6,Clear,23
Station D,2024-12-01T05:00:00,0.0,0.0,23.8,Cloudy,92
Station D,2024-12-01T06:00:00,6.5,0.0,16.8,Rain,96
Station A,2024-12-01T07:00:00,1.6,0.0,18.3,Rain,13
Station A,2024-12-01T08:00:00,9.6,3.2,-2.1,Snow,59
Station B,2024-12-01T09:00:00,5.3,0.6,34.1,Snow,29
Station B,2024-12-01T10:00:00,0.0,0.0,-3.8,Cloudy,41
Station A,2024-12-01T11:00:00,0.0,0.0,31.3,Clear,23
Station B,2024-12-01T12:00:00,0.0,0.0,18.3,Clear,9
Station C,2024-12-01T13:00:00,0.0,0.0,24.9,Cloudy,95
Station B,2024-12-01T14:00:00,0.0,0.0,-6.5,Clear,7
Station B,2024-12-01T15:00:00,0.0,0.0,5.7,Clear,92
Station A,2024-12-01T16:00:00,0.0,0.0,18.3,Clear,77
Station A,2024-12-01T17:00:00,9.7,0.0,-4.4,Rain,80
Station C,2024-12-01T18:00:00,0.0,0.0,27.2,Clear,21
Station A,2024-12-01T19:00:00,0.0,0.0,10.5,Cloudy,64
Station B,2024-12-01T20:00:00,2.0,0.3,26.1,Snow,59
